"MORALG","CARESG","KNOWG","LEADG","DISHONG","INTELG","MORALB","CARESB","KNOWB","LEADB","DISHONB","INTELB","VOTE3","AGE","EDUC","GENDER","PARTY"
"2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well",NA,"2 Quite well","3 Not too well",1,39,4,2,1
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,40,4,2,6
"2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well",NA,"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,28,3,1,3
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,76,6,1,5
"2 Quite well","2 Quite well","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,36,5,2,3
"2 Quite well","2 Quite well","1 Extremely well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",3,50,4,1,3
"3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,65,4,2,6
"4 Not well at all","4 Not well at all","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",2,54,3,2,5
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",2,47,3,2,5
"4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all",NA,NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,42,3,2,7
NA,"3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,44,3,2,4
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all",1,30,6,1,3
"2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",NA,74,3,2,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well",NA,"3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,48,3,2,3
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well",NA,"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",NA,"2 Quite well",NA,30,4,2,1
NA,"2 Quite well","1 Extremely well","3 Not too well","4 Not well at all","1 Extremely well",NA,"2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",2,47,4,2,5
"4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","1 Extremely well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well",NA,43,5,1,7
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all",1,38,6,1,6
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",NA,"3 Not too well","3 Not too well","3 Not too well",NA,"2 Quite well",NA,52,5,2,3
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",NA,65,1,1,6
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,81,3,2,1
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",2,68,4,2,7
"3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",NA,69,3,2,4
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","4 Not well at all","4 Not well at all","1 Extremely well","2 Quite well",NA,"2 Quite well",NA,51,3,1,3
"4 Not well at all","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",NA,21,3,1,3
"2 Quite well","3 Not too well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well",NA,36,4,1,6
"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,37,5,2,2
"2 Quite well",NA,"2 Quite well","2 Quite well",NA,"2 Quite well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all",NA,"4 Not well at all",3,74,7,2,5
NA,"1 Extremely well",NA,NA,NA,NA,NA,NA,NA,NA,"2 Quite well","2 Quite well",NA,69,3,2,3
"2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,38,3,1,3
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,66,3,2,7
"2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",NA,"3 Not too well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",1,30,6,2,4
"3 Not too well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",NA,62,6,2,4
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,41,5,2,3
NA,NA,"1 Extremely well","2 Quite well","3 Not too well","2 Quite well",NA,NA,"3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,44,6,2,5
"1 Extremely well","2 Quite well","1 Extremely well","3 Not too well","4 Not well at all","1 Extremely well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,46,7,1,3
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",NA,47,6,2,3
"2 Quite well",NA,"2 Quite well",NA,"3 Not too well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",2,67,3,1,5
"4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",NA,24,4,2,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well","3 Not too well","2 Quite well",NA,"2 Quite well",NA,"3 Not too well",NA,46,7,2,3
"2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,60,6,2,7
"4 Not well at all","3 Not too well","2 Quite well",NA,"3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,42,6,2,4
"3 Not too well","4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",2,54,3,2,7
"2 Quite well","2 Quite well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,42,7,2,7
"1 Extremely well","2 Quite well","1 Extremely well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","4 Not well at all","3 Not too well","3 Not too well","3 Not too well",1,66,7,1,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all",1,49,6,1,2
"2 Quite well","2 Quite well","2 Quite well",NA,"3 Not too well","2 Quite well","2 Quite well",NA,"2 Quite well","2 Quite well",NA,"2 Quite well",NA,22,3,1,3
"4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,51,3,2,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well",2,37,6,1,6
"2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,42,6,1,6
"4 Not well at all","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,38,3,2,5
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well",2,38,3,2,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",NA,36,3,1,1
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","4 Not well at all","3 Not too well","3 Not too well",1,44,6,2,3
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",2,56,4,2,7
"2 Quite well",NA,"2 Quite well","2 Quite well",NA,"2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,80,2,2,6
"3 Not too well","3 Not too well",NA,"4 Not well at all","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",NA,30,5,2,7
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,44,7,2,5
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,19,3,2,5
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",1,54,5,2,2
"1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well",NA,19,4,2,3
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,"3 Not too well","4 Not well at all","3 Not too well",NA,"4 Not well at all",1,60,7,1,1
"2 Quite well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","1 Extremely well",1,38,6,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"3 Not too well",NA,"4 Not well at all","4 Not well at all","4 Not well at all",NA,"4 Not well at all",1,63,3,1,1
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",1,35,5,2,2
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,50,3,1,1
"4 Not well at all","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well",1,30,5,2,2
"1 Extremely well",NA,"2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",1,87,3,2,5
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",NA,"2 Quite well","2 Quite well",NA,62,3,1,2
"3 Not too well","3 Not too well","2 Quite well",NA,"2 Quite well","2 Quite well",NA,"2 Quite well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well",2,65,6,1,5
"4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","3 Not too well",NA,69,5,2,6
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",NA,"3 Not too well","2 Quite well",NA,"3 Not too well","1 Extremely well",NA,61,3,2,1
"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","4 Not well at all","2 Quite well","3 Not too well",1,57,4,1,1
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",NA,56,6,2,7
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,42,6,1,5
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,41,5,1,7
"2 Quite well","2 Quite well","1 Extremely well","3 Not too well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,37,5,2,5
"2 Quite well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,30,6,2,4
